sources_sourceID,river,city,state,country,region,measurement_location,exact_lat,exact_lng,street_number,street_name,street_lat,street_lng,feature_class,miles_from_site,post_code,place_name,county_number,county_name,state_name,agency,agency_id,full_site_name,unique_site_name
10,"082N07W33Caa 1990Till","Cedar Rapids",IA,"United States",Midwest," I- 380",41.87195075,-91.66739890,,"I- 380",41.87173,-91.66972,S1100,0.19,,"Cedar Rapids",113,Linn,Iowa,USGS,415219091400210,"082N07W33Caa 1990Till @ Cedar Rapids, IA","082N07W33Caa 1990Till @ Cedar Rapids, IA"
11,"17S.05W.13.22 ",,N/A,,N/A,,32.83442500,-107.30333330,,,,,,,,,,,,USGS,325002107181201,"17S.05W.13.22 ","17S.05W.13.22 "
12,"19S.02W.16.3213 ","Dona Ana County",NM,"United States",Southwest,,32.65434720,-107.05509720,,,32.65427,-107.05483,S1400,0.03,,,13,"Doña Ana","New Mexico",USGS,323917107031601,"19S.02W.16.3213  @ Doña Ana County, NM","19S.02W.16.3213  @ Dona County, NM"
13,"19S.02W.17.1414 ","Dona Ana County",NM,"United States",Southwest," Kit Carson Rd, ZIP: 87940",32.65820000,-107.07100560,,"Kit Carson Rd",32.65794,-107.0711,S1400,0.03,87940,,13,"Doña Ana","New Mexico",USGS,323930107041401,"19S.02W.17.1414  @ Doña Ana County, NM","19S.02W.17.1414  @ Dona County, NM"
14,"19S.02W.21.443 ","Dona Ana County",NM,"United States",Southwest,"445 Polvadera Rd, ZIP: 87940",32.63456389,-107.04525830,445,"Polvadera Rd",32.63454,-107.04526,S1400,0,87940,,13,"Doña Ana","New Mexico",USGS,323802107024101,"19S.02W.21.443  @ Doña Ana County, NM","19S.02W.21.443  @ Dona County, NM"
15,"19S.02W.26.4424 ","Dona Ana County",NM,"United States",Southwest," Kit Carson Rd",32.62209167,-107.00793060,,"Kit Carson Rd",32.62212,-107.00792,S1400,0,,,13,"Doña Ana","New Mexico",USGS,323722107002801,"19S.02W.26.4424  @ Doña Ana County, NM","19S.02W.26.4424  @ Dona County, NM"
16,"19S.03W.07.131A ","Dona Ana County",NM,"United States",Southwest," Cedar Grove St",32.67305833,-107.19620560,,"Cedar Grove St",32.67306,-107.19631,S1400,0.01,,,13,"Doña Ana","New Mexico",USGS,324021107114301,"19S.03W.07.131A  @ Doña Ana County, NM","19S.03W.07.131A  @ Dona County, NM"
17,"19S.04W.01.214 H-13","Dona Ana County",NM,"United States",Southwest," River Levee",32.69014167,-107.20293890,,"River Levee",32.69013,-107.20295,S1400,0,,,13,"Doña Ana","New Mexico",USGS,324122107120802,"19S.04W.01.214 H-13 @ Doña Ana County, NM","19S.04W.01.214 H-13 @ Dona County, NM"
18,"23S 43W","Hamilton County",KS,"United States",Midwest," Co Rd CC 8/10",38.02141667,-102.04394440,,"Co Rd CC 8/10",38.02142,-102.04441,S1400,0.04,,,75,Hamilton,Kansas,USGS,380117102023801,"23S 43W @ Hamilton County, KS","23S 43W @ Hamilton County, KS"
19,"24S 03W","Harvey County",KS,"United States",Midwest," S Willow Lake Rd, RB1-MS Deep ",37.99834480,-97.61093260,,"S Willow Lake Rd",37.99835,-97.61039,S1400,0.05,,,79,Harvey,Kansas,USGS,375954097363801,"24S 03W @ Harvey County, KS","24S 03W @ Harvey County, KS near  S Willow Lake Rd, RB1-MS Deep "
20,"24S 03W","Harvey County",KS,"United States",Midwest," S Willow Lake Rd, RB1-MS Shallow",37.99834480,-97.61093260,,"S Willow Lake Rd",37.99835,-97.61039,S1400,0.05,,,79,Harvey,Kansas,USGS,375954097363801,"24S 03W @ Harvey County, KS","24S 03W @ Harvey County, KS near  S Willow Lake Rd, RB1-MS Shallow"
21,"24S 43W",,N/A,,N/A,,37.99330556,-102.04413890,,,,,,,,,,,,USGS,375936102023901,"24S 43W","24S 43W"
22,"25S 01W","Sedgwick County",KS,"United States",Midwest,"11260 N 119th St W, ZIP: 67135 (DMW-S10 NR)",37.89084510,-97.48198720,11260,"N 119th St W",37.89085,-97.48214,S1400,0.01,67135,,173,Sedgwick,Kansas,USGS,375327097285401,"25S 01W @ Sedgwick County, KS","25S 01W @ Sedgwick County, KS near 11260 N 119th St W, ZIP: 67135 (DMW-S10 NR)"
23,"25S 01W","Sedgwick County",KS,"United States",Midwest,"11260 N 119th St W, ZIP: 67135 (SMW-S11 NR)",37.89084510,-97.48198720,11260,"N 119th St W",37.89085,-97.48214,S1400,0.01,67135,,173,Sedgwick,Kansas,USGS,375327097285401,"25S 01W @ Sedgwick County, KS","25S 01W @ Sedgwick County, KS near 11260 N 119th St W, ZIP: 67135 (SMW-S11 NR)"
24,"25S 01W","Sedgwick County",KS,"United States",Midwest,"11308 N 119th St W, ZIP: 67135 (DMW-S14 NR)",37.89223399,-97.48032040,11308,"N 119th St W",37.89224,-97.48213,S1400,0.16,67135,,173,Sedgwick,Kansas,USGS,375332097284801,"25S 01W @ Sedgwick County, KS","25S 01W @ Sedgwick County, KS near 11308 N 119th St W, ZIP: 67135 (DMW-S14 NR)"
25,"25S 01W","Sedgwick County",KS,"United States",Midwest,"11308 N 119th St W, ZIP: 67135 (SMW-S13 NR)",37.89223399,-97.48032040,11308,"N 119th St W",37.89224,-97.48213,S1400,0.16,67135,,173,Sedgwick,Kansas,USGS,375332097284801,"25S 01W @ Sedgwick County, KS","25S 01W @ Sedgwick County, KS near 11308 N 119th St W, ZIP: 67135 (SMW-S13 NR)"
26,34H505,Brunswick,GA,"United States",Southeast,"571 Newcastle St, ZIP: 31520",31.13634196,-81.49093360,571,"Newcastle St",31.13643,-81.49069,S1200,0.02,31520,Brunswick,127,Glynn,Georgia,USGS,310810081292802,"34H505  @ Brunswick, GA","34H505  @ Brunswick, GA"
27,34H514,Brunswick,GA,"United States",Southeast,"2001 I St, ZIP: 31520",31.15861110,-81.48611110,2001,"I St",31.15759,-81.48549,S1400,0.13,31520,Brunswick,127,Glynn,Georgia,USGS,310931081291002,"34H514  @ Brunswick, GA","34H514  @ Brunswick, GA"
28,37N11E-19.1D,Lemont,IL,"United States",Midwest,"16177 Donohoe Rd, ZIP: 60439",41.67777778,-88.01166670,16177,"Donohoe Rd",41.67776,-88.01166,S1400,0,60439,Lemont,31,Cook,Illinois,USGS,414040088004201,"37N11E-19.1D  @ Lemont, IL","37N11E-19.1D  @ Lemont, IL"
29,37N11E-20.8D1,Lemont,IL,"United States",Midwest,"16000 Donohoe Rd, ZIP: 60439",41.67687778,-88.00889170,16000,"Donohoe Rd",41.67828,-88.00906,S1400,0.16,60439,Lemont,31,Cook,Illinois,USGS,414037088003201,"37N11E-20.8D1  @ Lemont, IL","37N11E-20.8D1  @ Lemont, IL"
30,37N11E-20.8E,Lemont,IL,"United States",Midwest,"15996 Donohoe Rd, ZIP: 60439",41.67825556,-88.00897780,15996,"Donohoe Rd",41.67829,-88.00898,S1400,0,60439,Lemont,31,Cook,Illinois,USGS,414042088003201,"37N11E-20.8E  @ Lemont, IL","37N11E-20.8E  @ Lemont, IL"
31,40N7E-18.3H,"Lily Lake",IL,"United States",Midwest,"State Rte 47",41.95361110,-88.47983330,,"State Rte 47",41.95363,-88.47777,S1200,0.17,,"Lily Lake",89,Kane,Illinois,USGS,415713088284701,"40N7E-18.3H  @ Lily Lake, IL","40N7E-18.3H  @ Lily Lake, IL"
32,"43N5E-27.4H1 (14-Ril-S)","McHenry County",IL,"United States",Midwest,"22553 Harmony Rd, ZIP: 60152",42.18222220,-88.63555560,22553,"Harmony Rd",42.18247,-88.6356,S1400,0.03,60152,,111,McHenry,Illinois,USGS,421056088380801,"43N5E-27.4H1 (14-Ril-S) @ McHenry County, IL","43N5E-27.4H1 (14-Ril-S) @ McHenry County, IL"
33,"44N5E-30.8C1 (10-Mar-S)",,N/A,,N/A,MAR,42.25916667,-88.70500000,,,,,,,,,,,,USGS,421533088421801,"44N5E-30.8C1 (10-Mar-S)","44N5E-30.8C1 (10-Mar-S)"
34,44N9E-20.7C,"Island Lake",IL,"United States",Midwest,"827 Quincy Ct, ZIP: 60042",42.27608330,-88.21633330,827,"Quincy Ct",42.27609,-88.21633,S1400,0,60042,"Island Lake",111,McHenry,Illinois,USGS,421633088125801,"44N9E-20.7C  @ Island Lake, IL","44N9E-20.7C  @ Island Lake, IL"
35,"45N8E-17.7H1 (9-Mch-S)","McHenry County",IL,"United States",Midwest,"6917 McCullom Lake Rd, ZIP: 60097",42.38555556,-88.33222220,6917,"McCullom Lake Rd",42.38564,-88.33222,S1400,0.01,60097,,111,McHenry,Illinois,USGS,01104370,"45N8E-17.7H1 (9-Mch-S) @ McHenry County, IL","45N8E-17.7H1 (9-Mch-S) @ McHenry County, IL"
36,"46N8E-08.2E1 (4-Rch-S)","McHenry County",IL,"United States",Midwest,"6300 Kenosha St, ZIP: 60071",42.48000000,-88.31944440,6300,"Kenosha St",42.47965,-88.31944,S1200,0.04,60071,,111,McHenry,Illinois,USGS,422848088191001,"46N8E-08.2E1 (4-Rch-S) @ McHenry County, IL","46N8E-08.2E1 (4-Rch-S) @ McHenry County, IL"
37,"8-4161-01 Kaho",Kalaoa,HI,"United States",N/A,,19.68723889,-156.02916390,,,19.68585,-156.02922,S1500,0.15,,Kalaoa,1,Hawaii,Hawaii,USGS,194125156015501,"8-4161-01 Kaho @ Kalaoa, HI","8-4161-01 Kaho @ Kalaoa, HI"
38,"8-4161-02 Kaho",Kalaoa,HI,"United States",N/A,,19.68584444,-156.02361390,,,19.68577,-156.0236,S1500,0.01,,Kalaoa,1,Hawaii,Hawaii,USGS,194120156013501,"8-4161-02 Kaho @ Kalaoa, HI","8-4161-02 Kaho @ Kalaoa, HI"
39,"Abercorn Creek",,N/A,,N/A,,32.24916667,-81.15361110,,,,,,,,,,,,USGS,02198820,"Abercorn Creek","Abercorn Creek"
40,"Abercorn Creek","Effingham County",GA,"United States",Southeast,"401 Abercorn Rd, ZIP: 31326",32.25575370,-81.17816870,401,"Abercorn Rd",32.2561,-81.17868,S1400,0.06,31326,,103,Effingham,Georgia,USGS,02198810,"Abercorn Creek @ Effingham County, GA","Abercorn Creek @ Effingham County, GA"
41,"Accotink Creek",Fairfax,VA,"United States",Southeast,"Ranger Rd",38.86624167,-77.28638330,,"Ranger Rd",38.86655,-77.28636,S1400,0.03,,Fairfax,600,"Fairfax (city)",Virginia,USGS,0165389205,"Accotink Creek @ Fairfax, VA","Accotink Creek @ Fairfax, VA near  Ranger Rd"
42,"Accotink Creek",Fairfax,VA,"United States",Southeast,"3301 Old Lee Hwy, ZIP: 22030",38.86133889,-77.27690830,3301,"Old Lee Hwy",38.86172,-77.27743,S1400,0.06,22030,Fairfax,600,"Fairfax (city)",Virginia,USGS,0165389480,"Accotink Creek @ Fairfax, VA","Accotink Creek @ Fairfax, VA near 3301 Old Lee Hwy, ZIP: 22030"
43,"Accotink Creek",Ravensworth,VA,"United States",Southeast,"8192 Braddock Rd, ZIP: 22151",38.81289066,-77.22831580,8192,"Braddock Rd",38.81116,-77.2283,S1400,0.19,22151,Ravensworth,59,Fairfax,Virginia,USGS,01654000,"Accotink Creek @ Ravensworth, VA","Accotink Creek @ Ravensworth, VA"
44,"Adair Creek",Independence,MO,"United States",Midwest,"4307 S 71 Byp, ZIP: 64055",39.03777778,-94.36333330,4307,"S 71 Byp",39.03778,-94.3634,S1400,0.01,64055,Independence,95,Jackson,Missouri,USGS,06893830,"Adair Creek @ Independence, MO","Adair Creek @ Independence, MO"
45,"Adobe Creek","Mesa County",CO,"United States",West,"1919 US Hwy 6, ZIP: 81521",39.13692540,-108.69732050,1919,"US Hwy 6",39.13701,-108.69728,S1200,0.01,81521,,77,Mesa,Colorado,USGS,09152900,"Adobe Creek @ Mesa County, CO","Adobe Creek @ Mesa County, CO"
46,"Ady Canal",,N/A,,N/A,WORDEN,42.08989167,-121.86436390,,,,,,,,,,,,USGS,420524121515200,"Ady Canal","Ady Canal"
47,"Agency Lake",,N/A,,N/A,"NORTH - AGN",42.55958020,-121.94640570,,,,,,,,,,,,USGS,423335121564300,"Agency Lake","Agency Lake near NORTH - AGN"
48,"Agency Lake",,N/A,,N/A,"SOUTH - AGS",42.52344136,-121.98540620,,,,,,,,,,,,USGS,423124121583400,"Agency Lake","Agency Lake near SOUTH - AGS"
49,Aiw,"Horry County",SC,"United States",Southeast,"1062 Waterway Ln, ZIP: 29572",33.79850570,-78.75307469,1062,"Waterway Ln",33.79749,-78.7542,S1400,0.15,29572,,51,Horry,"South Carolina",USGS,02110755,"Aiw  @ Horry County, SC","Aiw  @ Horry County, SC"
50,Aiw,"North Myrtle Beach",SC,"United States",Southeast,"2192 Sea Mountain Hwy, ZIP: 29582",33.85156120,-78.65584830,2192,"Sea Mountain Hwy",33.85141,-78.65604,S1400,0.02,29582,"North Myrtle Beach",51,Horry,"South Carolina",USGS,02110777,"Aiw  @ North Myrtle Beach, SC","Aiw  @ North Myrtle Beach, SC"
51,"Aiw @ Golf Course",,N/A,,N/A,,33.74072759,-78.86669280,,,,,,,,,,,,USGS,02110760,"Aiw @ Golf Course","Aiw @ Golf Course"
52,"Aiw @ Strand Airport",,N/A,,N/A,,33.82128347,-78.71862870,,,,,,,,,,,,USGS,02110770,"Aiw @ Strand Airport","Aiw @ Strand Airport"
53,"Alafia River",Bloomingdale,FL,"United States",Southeast,"901 River Rapids Ave, ZIP: 33511",27.85891477,-82.27370210,901,"River Rapids Ave",27.85943,-82.27303,S1400,0.09,33511,Bloomingdale,57,Hillsborough,Florida,USGS,02301638,"Alafia River @ Bloomingdale, FL","Alafia River @ Bloomingdale, FL"
54,"Alafia River",Gibsonton,FL,"United States",Southeast,"9499 S 50th St, ZIP: 33619",27.85974739,-82.38425980,9499,"S 50th St",27.86016,-82.38371,S1200,0.07,33619,Gibsonton,57,Hillsborough,Florida,USGS,02301721,"Alafia River @ Gibsonton, FL","Alafia River @ Gibsonton, FL near 9499 S 50th St, ZIP: 33619"
55,"Alafia River",Gibsonton,FL,"United States",Southeast,"9801 Vaughn St, ZIP: 33534",27.85696987,-82.35759260,9801,"Vaughn St",27.85672,-82.35648,S1400,0.11,33534,Gibsonton,57,Hillsborough,Florida,USGS,02301719,"Alafia River @ Gibsonton, FL","Alafia River @ Gibsonton, FL near 9801 Vaughn St, ZIP: 33534"
56,"Alafia River",Riverview,FL,"United States",Southeast,"10989 Elliot St, ZIP: 33578",27.86780308,-82.31981410,10989,"Elliot St",27.86889,-82.3198,S1400,0.12,33578,Riverview,57,Hillsborough,Florida,USGS,02301718,"Alafia River @ Riverview, FL","Alafia River @ Riverview, FL"
57,"Alameda Creek",Fremont,CA,"United States",West,"1608 California Pottery Company Rd, ZIP: 94536",37.58715679,-121.96079300,1608,"California Pottery Company Rd",37.58678,-121.96064,S1400,0.04,94536,Fremont,1,Alameda,California,USGS,11179000,"Alameda Creek @ Fremont, CA","Alameda Creek @ Fremont, CA"
58,"Alamo Cn",Pleasanton,CA,"United States",West,"7215 Johnson Dr, ZIP: 94588",37.69444444,-121.91944440,7215,"Johnson Dr",37.69461,-121.91902,S1400,0.04,94588,Pleasanton,1,Alameda,California,USGS,11174600,"Alamo Cn @ Pleasanton, CA","Alamo Cn @ Pleasanton, CA"
59,"Alamo River","Imperial County",CA,"United States",West,,33.10444444,-115.54416670,,,33.10404,-115.54552,S1400,0.13,,,25,Imperial,California,USGS,10254670,"Alamo River @ Imperial County, CA","Alamo River @ Imperial County, CA"
60,"Alamosa River",,N/A,,N/A,,37.37472769,-106.33475580,,,,,,,,,,,,USGS,08236000,"Alamosa River","Alamosa River"
61,"Alamosa River","Conejos County",CO,"United States",West,,37.35278344,-106.27753240,,,37.35344,-106.27788,S1400,0.08,,,21,Conejos,Colorado,USGS,08236500,"Alamosa River @ Conejos County, CO","Alamosa River @ Conejos County, CO"
62,"Alamosa River","Rio Grande County",CO,"United States",West,"Fs 250",37.40278317,-106.45059200,,"Fs 250",37.40355,-106.44953,S1400,0.13,,,105,"Rio Grande",Colorado,USGS,08235700,"Alamosa River @ Rio Grande County, CO","Alamosa River @ Rio Grande County, CO near  Fs 250"
63,"Alamosa River","Rio Grande County",CO,"United States",West,"43256 Fs 250",37.40250568,-106.52198210,43256,"Fs 250",37.40326,-106.5226,S1400,0.1,,,105,"Rio Grande",Colorado,USGS,08235250,"Alamosa River @ Rio Grande County, CO","Alamosa River @ Rio Grande County, CO near 43256 Fs 250"
64,"Albemarle Sound",,N/A,,N/A,,36.00182868,-76.39299220,,,,,,,,,,,,USGS,0208115600,"Albemarle Sound","Albemarle Sound"
65,"Albergotti Creek",Beaufort,SC,"United States",Southeast,"301 Geiger Blvd, ZIP: 29902",32.45324693,-80.70177290,301,"Geiger Blvd",32.45361,-80.70199,S1400,0.05,29902,Beaufort,13,Beaufort,"South Carolina",USGS,02176587,"Albergotti Creek @ Beaufort, SC","Albergotti Creek @ Beaufort, SC"
66,"Alcovy River","Gwinnett County",GA,"United States",Southeast,"2376 New Hope Rd, ZIP: 30019",33.91760730,-83.88795820,2376,"New Hope Rd",33.9172,-83.888,S1400,0.05,30019,,135,Gwinnett,Georgia,USGS,02208150,"Alcovy River @ Gwinnett County, GA","Alcovy River @ Gwinnett County, GA"
67,"Alcovy River","Newton County",GA,"United States",Southeast,"465 Alcovy Trestle Rd, ZIP: 30014",33.64011554,-83.77906740,465,"Alcovy Trestle Rd",33.63949,-83.77914,S1400,0.07,30014,,217,Newton,Georgia,USGS,02208450,"Alcovy River @ Newton County, GA","Alcovy River @ Newton County, GA"
68,"Alger Creek","Genesee County",MI,"United States",Midwest,"8406 Hill Rd, ZIP: 48473",42.94197330,-83.84606980,8406,"Hill Rd",42.94185,-83.84607,S1400,0.01,48473,,49,Genesee,Michigan,USGS,041482663,"Alger Creek @ Genesee County, MI","Alger Creek @ Genesee County, MI"
69,"Aliso Creek",,N/A,,N/A,,33.26444444,-117.44222220,,,,,,,,,,,,USGS,11046072,"Aliso Creek","Aliso Creek"
70,"Allegheny River",Franklin,PA,"United States",Northeast,"200 8th St, ZIP: 16323",41.38950270,-79.82033220,200,"8th St",41.38935,-79.82045,S1200,0.02,16323,Franklin,121,Venango,Pennsylvania,USGS,03025500,"Allegheny River @ Franklin, PA","Allegheny River @ Franklin, PA"
71,"Allegheny River",Plum,PA,"United States",Northeast,"Barking Rd",40.53617880,-79.81477140,,"Barking Rd",40.53559,-79.81364,S1400,0.12,,Plum,3,Allegheny,Pennsylvania,USGS,03049640,"Allegheny River @ Plum, PA","Allegheny River @ Plum, PA"
72,"Allegheny River","Port Allegany",PA,"United States",Northeast,"Grand Army of the Republic Hwy",41.81867578,-78.29279129,,"Grand Army of the Republic Hwy",41.8187,-78.2928,S1200,0,,"Port Allegany",83,McKean,Pennsylvania,USGS,03007800,"Allegheny River @ Port Allegany, PA","Allegheny River @ Port Allegany, PA"
73,"Allen Creek","Mecklenburg County",VA,"United States",Southeast,"23016 US Hwy 58, ZIP: 23917",36.67958589,-78.32666400,23016,"US Hwy 58",36.67962,-78.32666,S1200,0,23917,,117,Mecklenburg,Virginia,USGS,02079640,"Allen Creek @ Mecklenburg County, VA","Allen Creek @ Mecklenburg County, VA"
74,"Allen Creek","Wyoming County",WV,"United States",Southeast,"Wyco Hollow Rd",37.59261440,-81.34649100,,"Wyco Hollow Rd",37.59297,-81.34659,S1400,0.04,,,109,Wyoming,"West Virginia",USGS,03202240,"Allen Creek @ Wyoming County, WV","Allen Creek @ Wyoming County, WV"
75,"Alligator River",,N/A,,N/A,,35.93293670,-75.99602760,,,,,,,,,,,,USGS,0208117835,"Alligator River","Alligator River"
76,"Altamaha River","Glynn County",GA,"United States",Southeast,"Altamaha Park Rd",31.42716717,-81.60538580,,"Altamaha Park Rd",31.42712,-81.60648,S1400,0.1,,,127,Glynn,Georgia,USGS,02226160,"Altamaha River @ Glynn County, GA","Altamaha River @ Glynn County, GA"
77,"Altamont Creek",Livermore,CA,"United States",West,"5658 Firestone Rd, ZIP: 94551",37.72298447,-121.72911890,5658,"Firestone Rd",37.72273,-121.72912,S1400,0.03,94551,Livermore,1,Alameda,California,USGS,11176140,"Altamont Creek @ Livermore, CA","Altamont Creek @ Livermore, CA"
78,"Anclote River","Pasco County",FL,"United States",Southeast," Perrine Ranch Rd, ZIP: 34655",28.19417866,-82.71843379,,"Perrine Ranch Rd",28.19426,-82.71849,S1400,0.01,34655,,101,Pasco,Florida,USGS,02310050,"Anclote River @ Pasco County, FL","Anclote River @ Pasco County, FL"
79,"Anclote River","Pinellas County",FL,"United States",Southeast,"1805 Oceola St, ZIP: 34689",28.17167920,-82.78482450,1805,"Oceola St",28.17154,-82.78453,S1400,0.03,34689,,103,Pinellas,Florida,USGS,02310207,"Anclote River @ Pinellas County, FL","Anclote River @ Pinellas County, FL"
80,"Anclote River","Tarpon Springs",FL,"United States",Southeast,"N Pinellas Ave",28.15779109,-82.75649030,,"N Pinellas Ave",28.15778,-82.75681,S1200,0.03,,"Tarpon Springs",103,Pinellas,Florida,USGS,02310175,"Anclote River @ Tarpon Springs, FL","Anclote River @ Tarpon Springs, FL"
81,"Androscoggin River","Franklin County",ME,"United States",Northeast,"Riley Rd",44.50250000,-70.22444440,,"Riley Rd",44.50176,-70.22496,S1400,0.09,,,7,Franklin,Maine,USGS,01055100,"Androscoggin River @ Franklin County, ME","Androscoggin River @ Franklin County, ME"
82,"Animas River","San Juan County",CO,"United States",West,"Co Rd 33",37.79027460,-107.66756140,,"Co Rd 33",37.79066,-107.6663,S1400,0.12,,,111,"San Juan",Colorado,USGS,09359020,"Animas River @ San Juan County, CO","Animas River @ San Juan County, CO"
83,"Annaricken Brook","Burlington County",NJ,"United States",Northeast,"110 Island Rd, ZIP: 8022",40.05527778,-74.70194440,110,"Island Rd",40.05536,-74.70225,S1400,0.03,8022,,5,Burlington,"New Jersey",USGS,01464578,"Annaricken Brook @ Burlington County, NJ","Annaricken Brook @ Burlington County, NJ"
84,"Antelope Creek",Lincoln,NE,"United States",Midwest,"6209 Pioneers Blvd, ZIP: 68506",40.76944530,-96.63473710,6209,"Pioneers Blvd",40.7697,-96.63474,S1400,0.03,68506,Lincoln,109,Lancaster,Nebraska,USGS,06803197,"Antelope Creek @ Lincoln, NE","Antelope Creek @ Lincoln, NE"
85,"Antes Creek","Lycoming County",PA,"United States",Northeast,"3900 S State Rte 44, ZIP: 17740",41.16118479,-77.21719169,3900,"S State Rte 44",41.16124,-77.21649,S1200,0.06,17740,,81,Lycoming,Pennsylvania,USGS,01549755,"Antes Creek @ Lycoming County, PA","Antes Creek @ Lycoming County, PA"
86,"Apalachee River","Gwinnett County",GA,"United States",Southeast,"2906 Fence Rd NE, ZIP: 30019",34.01038289,-83.89406800,2906,"Fence Rd NE",34.01046,-83.89418,S1400,0.01,30019,,135,Gwinnett,Georgia,USGS,02218565,"Apalachee River @ Gwinnett County, GA","Apalachee River @ Gwinnett County, GA"
87,"Apalachee River","Morgan County",GA,"United States",Southeast,"Greensboro Hwy",33.60873670,-83.34932860,,"Greensboro Hwy",33.60834,-83.34916,S1200,0.05,,,211,Morgan,Georgia,USGS,02219500,"Apalachee River @ Morgan County, GA","Apalachee River @ Morgan County, GA"
88,"Apple River","Lafayette County",WI,"United States",Midwest,"16083 Co Rd W",42.52278230,-90.13401430,16083,"Co Rd W",42.52288,-90.13401,S1400,0.01,,,65,Lafayette,Wisconsin,USGS,05418731,"Apple River @ Lafayette County, WI","Apple River @ Lafayette County, WI"
89,"Appomattox River","Amelia County",VA,"United States",Southeast,"Mattoax Ln",37.42153845,-77.85888760,,"Mattoax Ln",37.41982,-77.85903,S1400,0.19,,,7,Amelia,Virginia,USGS,02040000,"Appomattox River @ Amelia County, VA","Appomattox River @ Amelia County, VA"
90,"Appomattox River",Farmville,VA,"United States",Southeast,"564 N Main St, ZIP: 23901",37.30709650,-78.38860700,564,"N Main St",37.30727,-78.38915,S1200,0.05,23901,Farmville,147,"Prince Edward",Virginia,USGS,02039500,"Appomattox River @ Farmville, VA","Appomattox River @ Farmville, VA"
91,"Appomattox River",Matoaca,VA,"United States",Southeast,"21899 Pickett Ave, ZIP: 23803",37.22515050,-77.47526300,21899,"Pickett Ave",37.22533,-77.47616,S1400,0.08,23803,Matoaca,41,Chesterfield,Virginia,USGS,02041650,"Appomattox River @ Matoaca, VA","Appomattox River @ Matoaca, VA"
92,"Appoquinimink River","New Castle County",DE,"United States",Northeast,"793 Silver Run Rd, ZIP: 19709",39.46594444,-75.61352778,793,"Silver Run Rd",39.4659,-75.61325,S1200,0.02,19709,,3,"New Castle",Delaware,USGS,01483177,"Appoquinimink River @ New Castle County, DE","Appoquinimink River @ New Castle County, DE"
93,"Aquia Creek","Stafford County",VA,"United States",Southeast,"199 Onville Rd, ZIP: 22556",38.49040138,-77.43359420,199,"Onville Rd",38.49074,-77.43335,S1400,0.04,22556,,179,Stafford,Virginia,USGS,01660400,"Aquia Creek @ Stafford County, VA","Aquia Creek @ Stafford County, VA"
94,"Arkansas River","Bent County",CO,"United States",West,,38.06639635,-102.93242280,,,38.06598,-102.93244,S1400,0.05,,,11,Bent,Colorado,USGS,07130500,"Arkansas River @ Bent County, CO","Arkansas River @ Bent County, CO"
